"data","Somalia","jowhar","lughaye","zeylac","bossaso","dharkenley","daynile","gaalkacyo","hodan","belet_weyne","hawl_wadaag","kahda","marka","caynabo","laas_caanood","xudun","laasqoray","baki","borama","berbera","gebiley","hargeysa","owdweyne","xamar_weyne","garowe","cabdlcasiis","boondheere","karaan","shibis","shangaani","waaberi","wadajir","wardhiigleey","xamar_jabjab","yaaqshiid","afgooye","baidoa","diinsoor","baardheere","belet_xaawo","ceel_waaq","doolow","luuq","garbahaarey","afmadow","kismayo","burco","buuhoodle","sheikh","ceel_afweyn","ceerigaabo","qardho","burtinle","galdogob","hobyo","dhuusamarreeb","cabudwaaq","cadaado","wanla_weyn","xudur","ceel_barde","waajid"
"All or almost all (76-100%)","0.16","0","0","0","0","0","0.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Many (51-75%)","0.04","0","0","0","0","0","0","0","1.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In the last 30 days, what was the proportion of residents not able to access enough food?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"None","30.99","11.59","15.79","0","29.17","40.74","34.33","12.5","58.11","18.48","61.9","37.28","71.43","0","5.56","0","26.67","0","0","0","50","8","0","28.57","77.78","61.11","0","0","75","71.43","16.67","42.11","54.55","33.33","66.67","43.04","37.18","0","25","0","0","0","15.38","0","38.89","11.54","0","0","12.5","0","22.22","83.33","25","100","33.33","0","0","0","0","11.11","0","0"
"A few (1-25%)","28.49","57.97","42.11","40","33.33","3.7","18.66","12.5","12.16","29.35","14.29","35.84","14.29","25","11.11","44.44","0","37.5","10","10","50","36","5.56","57.14","11.11","22.22","50","0","25","28.57","50","21.05","0","0","33.33","21.52","34.97","25","25","25","66.67","50","0","100","27.78","36.26","6.67","12.5","37.5","62.5","11.11","0","0","0","33.33","0","25","0","83.33","77.78","100","50"
"NC","20.66","14.49","21.05","0","29.17","29.63","22.12","20.45","22.97","17.39","23.81","17.05","14.29","25","22.22","11.11","33.33","25","10","10","0","20","16.67","0","3.7","5.56","25","50","0","0","25","15.79","27.27","0","0","18.99","22.58","50","50","37.5","0","0","61.54","0","11.11","19.78","13.33","37.5","25","37.5","44.44","16.67","75","0","33.33","20","25","20","16.67","11.11","0","0"
"Some (26-50%)","12.16","10.14","21.05","60","4.17","22.22","13.13","27.27","5.41","31.52","0","4.05","0","50","0","33.33","40","25","70","70","0","36","33.33","14.29","7.41","11.11","0","0","0","0","8.33","0","0","33.33","0","3.8","5.09","8.33","0","0","33.33","50","0","0","22.22","24.73","13.33","37.5","25","0","11.11","0","0","0","0","0","25","80","0","0","0","50"
"Many (51-75%)","5.13","4.35","0","0","4.17","3.7","7.6","17.05","1.35","3.26","0","3.76","0","0","22.22","11.11","0","12.5","10","10","0","0","33.33","0","0","0","25","0","0","0","0","21.05","18.18","33.33","0","1.27","0.17","16.67","0","12.5","0","0","15.38","0","0","7.14","60","12.5","0","0","11.11","0","0","0","0","20","25","0","0","0","0","0"
"All or almost all (76-100%)","2.58","1.45","0","0","0","0","4.15","10.23","0","0","0","2.02","0","0","38.89","0","0","0","0","0","0","0","11.11","0","0","0","0","50","0","0","0","0","0","0","0","11.39","0","0","0","25","0","0","7.69","0","0","0.55","6.67","0","0","0","0","0","0","0","0","60","0","0","0","0","0","0"
"In the last 30 days, what were the main reasons why residents can’t access enough food in the settlement?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Security issues: Inability to travel to market, Insecurity at markets or points of food distribution","20","44","0","0","41","56","20","0","31","7","25","31","50","0","0","0","0","12","0","0","50","4","0","20","0","0","0","0","0","0","30","18","20","0","0","18","26","25","0","12","0","0","0","0","55","14","0","12","29","0","0","0","0",NA,"50","20","0","0","0","0","100","50"
"No land for cultivation or no livestock for animal husbandry","49","51","25","40","53","62","60","25","38","67","62","45","50","50","0","22","0","0","50","0","100","30","17","60","83","14","50","0","100","100","50","36","80","100","50","42","51","75","33","62","100","100","64","75","73","52","60","12","57","25","43","0","0",NA,"50","90","25","60","100","12","75","33"
"Natural causes: flooding, drought, locusts","41","56","6","80","41","19","38","43","28","81","62","26","0","0","6","78","27","100","0","44","0","4","89","0","33","0","25","100","100","0","20","27","40","100","0","47","51","75","33","100","67","0","100","100","27","26","7","0","14","75","43","0","33",NA,"50","20","38","100","50","0","0","50"
"Economic causes: Inability to purchase food, lack of money","80","52","100","80","97","62","74","100","59","72","100","62","0","100","100","78","100","12","100","89","50","91","94","80","67","100","100","0","100","50","60","100","100","50","100","78","90","100","67","88","100","50","100","50","36","89","93","100","57","100","100","100","67",NA,"100","100","100","80","0","100","75","100"
"Functional market not available","22","10","12","40","24","38","21","13","14","12","12","29","0","50","29","67","91","12","30","44","50","48","17","0","33","14","0","0","0","50","20","18","0","50","0","13","13","0","0","75","67","0","0","0","18","24","67","81","57","38","57","0","100",NA,"50","100","12","100","25","0","0","50"
"Other","2","2","0","0","6","0","2","1","3","1","0","3","0","12","0","0","9","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","33","12","0","0","0","0","0","0","7","0","0","0","14","0","0",NA,"0","0","12","0","0","0","25","17"
"Do not know","3","2","0","0","0","0","7","0","0","7","0","5","50","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","14","0","0","0","0",NA,"0","0","0","0","0","0","0","0"
"Prefer not to answer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0"
"In the last 30 days, when there was not enough food in this settlement, what did ANY people do cope with the situation?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No, no action taken (cannot select with any other option","7","6","0","0","2","8","7","3","13","0","11","15","0","0","0","0","0","0","0","0","0","0","0","0","19","11","25","0","0","0","17","6","0","0","0","16","5","0","0","0","0","0","8","0","0","6","0","0","0","0","0","0","0",NA,"33","0","0","0","0","0","0","0"
"Borrow food or get help from a friend or relative","60","61","94","80","44","38","55","95","40","59","44","45","0","100","78","100","91","88","100","80","67","79","94","60","56","33","50","0","50","50","50","61","40","67","50","23","58","92","0","88","100","100","58","100","69","72","100","100","100","100","89","90","50",NA,"33","90","100","100","33","75","50","100"
"Asking non-relatives for food","39","36","56","60","25","42","41","68","29","53","17","31","50","88","44","22","100","0","80","30","0","58","61","40","25","33","50","100","0","33","50","11","70","67","75","28","35","17","50","50","33","100","33","75","62","34","80","69","0","25","89","30","25",NA,"33","80","75","60","0","0","50","50"
"Purchase food with borrowed money","40","36","28","80","60","50","39","56","42","62","44","31","0","75","61","33","100","50","70","50","67","33","50","20","31","56","25","50","0","17","33","33","60","100","75","20","33","58","75","75","100","100","75","50","62","37","27","50","29","38","56","0","50",NA,"67","100","50","80","67","0","0","50"
"Gather wild food","5","4","0","0","2","8","6","0","9","8","11","5","50","12","0","0","9","0","0","0","0","8","6","20","0","0","0","0","0","17","0","17","20","0","0","1","7","0","25","0","0","0","8","0","0","3","7","6","0","0","0","0","0",NA,"33","10","0","0","0","0","0","33"
"Collecting firewood in dangerous places to get money for food","25","31","0","60","4","15","18","5","16","44","39","8","50","0","0","11","27","0","0","0","0","8","22","60","38","0","25","0","0","17","0","22","30","67","25","10","48","75","25","62","100","50","8","50","15","24","53","0","14","12","11","0","0",NA,"33","20","12","20","0","0","0","0"
"Consume seed stock meant for next season or harvest crops that are not yet ready","6","24","0","0","0","15","6","0","20","8","11","5","0","0","0","0","0","25","0","0","0","0","0","60","0","11","25","0","0","0","0","33","0","33","0","7","7","0","0","12","0","50","0","0","0","3","0","0","0","0","0","0","0",NA,"0","0","12","60","0","0","25","33"
"Send children to eat with neighbors","15","7","11","60","10","8","30","25","13","26","22","12","0","0","11","0","64","0","0","10","0","4","17","60","31","22","50","0","50","33","8","17","40","67","0","19","6","0","25","12","67","100","17","50","15","10","7","6","0","0","0","0","25",NA,"0","10","25","40","17","0","0","33"
"Sell home assets to get money for food","3","4","0","0","0","0","3","1","2","4","11","2","0","0","0","0","9","0","0","10","0","0","0","60","6","0","0","0","0","0","0","17","0","0","0","1","4","8","25","50","0","0","0","0","15","5","7","0","0","0","0","0","0",NA,"0","0","0","20","0","0","0","17"
"Selling more livestock than usual for this time of year to get money for food","3","4","11","40","2","0","1","0","4","2","6","2","0","0","0","22","18","25","0","30","0","0","17","0","0","11","0","0","0","0","0","6","0","0","0","3","4","0","0","0","0","0","8","25","15","1","0","0","14","12","0","0","0",NA,"0","0","12","20","0","0","0","0"
"Slaughtering more cattle, camel or goat/sheep than normal for this time of year","2","6","0","0","0","0","3","0","7","4","11","2","0","0","0","0","27","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","33","0","10","1","8","0","0","0","0","0","0","8","1","0","6","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0"
"More hunting than normal for this time of year","2","3","0","0","0","0","1","0","2","2","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","10","0","0","1","4","8","0","0","0","0","0","25","0","4","13","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0"
"More fishing than normal for this time of year","2","15","0","0","0","0","1","0","0","5","6","4","0","0","0","0","0","0","0","10","0","0","0","0","0","11","0","0","0","17","0","0","10","0","0","4","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","17"
"Sending families out to displacement camps to recieve food aid","6","0","0","0","0","12","14","5","7","2","6","4","0","0","0","0","18","12","10","0","0","8","0","20","12","33","0","0","0","0","0","11","0","33","25","7","4","8","25","0","0","50","17","0","15","4","7","0","0","0","0","0","0",NA,"0","0","0","60","17","0","0","17"
"Rely on less preferred and less expensive food (i.e. cheaper, lower quality food)","15","9","0","0","44","19","16","37","9","9","28","5","0","38","67","0","45","0","0","60","0","0","44","20","0","22","0","0","0","0","0","44","0","0","25","22","10","25","0","62","33","50","33","0","8","19","73","12","0","0","22","0","0",NA,"0","0","12","60","0","88","0","0"
"Limit portion sizes at meal times","16","6","0","40","62","23","22","8","24","14","17","5","0","12","67","56","55","0","0","40","0","0","33","40","0","33","25","0","0","17","0","39","20","33","75","3","11","25","25","62","33","50","33","25","8","9","80","12","0","12","22","0","25",NA,"0","50","75","60","0","100","0","0"
"Adults do not eat so children can eat","14","7","0","80","46","19","23","1","7","18","0","10","50","0","67","0","73","0","0","10","0","4","6","0","0","0","25","0","0","0","0","22","50","0","75","4","11","17","0","0","0","50","33","25","0","6","80","19","0","0","0","0","25",NA,"0","30","25","60","33","100","0","50"
"Reduce number of meals eaten in a day","24","4","0","80","46","31","30","42","27","21","28","10","0","12","83","67","82","0","0","70","0","21","39","40","0","22","25","0","0","0","0","50","40","0","75","9","16","42","25","25","67","50","42","25","31","25","93","12","0","12","56","0","0",NA,"0","60","75","80","0","88","0","17"
"Skip entire days without eating","9","3","0","20","0","19","20","3","18","9","6","11","0","0","33","0","9","0","0","0","0","0","6","0","0","22","25","0","0","0","0","28","40","0","50","4","5","0","0","12","0","50","0","25","0","7","13","19","14","0","11","0","0",NA,"0","0","0","60","0","0","0","0"
"Do not know","4","7","0","0","0","8","11","0","4","7","11","7","50","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","17","0","0","0","0","7","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0"
"Prefer not to answer","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","33","0","0","0"
"Other","1","0","0","0","0","4","1","1","0","5","6","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",NA,"0","0","0","0","17","0","0","0"
"Do households have any other reasons for using ANY of these strategies aside from a lack of food or money to buy food?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No other reasons","33","33","56","80","23","12","28","81","29","9","50","29","50","25","78","78","36","88","100","60","0","42","67","0","31","22","50","50","50","17","42","33","20","33","0","61","29","8","25","38","33","0","33","50","0","31","73","25","0","0","67","70","50",NA,"33","10","75","0","33","12","0","0"
"To access or pay for healthcare","44","45","44","0","54","50","37","11","42","60","33","45","50","75","17","22","36","12","0","20","33","21","11","40","50","22","25","0","50","33","33","33","60","67","50","16","54","33","0","62","67","100","50","25","88","54","20","75","71","100","33","10","0",NA,"33","70","12","80","33","0","75","100"
"To access or pay for shelter","31","25","0","20","60","23","26","14","27","56","11","43","50","25","0","11","9","0","0","10","0","12","0","80","19","33","0","0","50","17","25","22","50","67","100","3","34","25","25","25","67","50","8","0","88","31","27","56","43","50","11","0","0",NA,"67","70","0","80","0","0","0","50"
"To access or pay for education","30","31","6","0","46","31","26","4","47","62","17","34","50","62","6","11","18","0","0","10","67","46","11","40","19","56","50","0","0","33","25","61","40","67","100","9","27","50","0","0","67","0","25","50","75","33","7","38","43","88","33","10","50",NA,"33","90","12","100","33","0","25","100"
"Other","3","4","0","0","0","4","4","0","9","9","0","1","0","0","0","0","0","0","0","0","0","0","6","20","0","0","0","0","0","0","0","0","10","0","0","1","3","42","0","0","0","50","0","0","12","3","0","6","0","0","0","0","0",NA,"0","10","0","0","0","0","25","0"
"Do not know","13","16","0","20","8","12","26","9","11","13","28","9","0","12","6","11","0","75","10","10","0","33","22","20","12","11","0","50","0","17","33","6","10","0","0","42","3","8","75","12","0","0","0","50","0","13","7","0","0","0","0","10","25",NA,"0","0","0","0","17","88","0","0"
"Prefer not to answer","2","1","0","0","2","0","3","6","2","4","0","2","0","0","6","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","17","0","0","0","0","1","1","8","0","0","0","0","0","25","0","0","0","0","0","0","11","0","0",NA,"0","0","0","0","33","0","0","0"
"In the last month, how bad was hunger for MOST households because they were not able to access enough food in the settlement?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
